product_id,product_name,category,price,cost,stock_quantity,supplier,is_available,profit_margin
67,Total tertiary flexibility,Clothing,731.08,1417.7,461,Shell&Turcas Petrol,False,-93.92
68,Intuitive asymmetric structure,Books,1827.58,201.8,114,Koton,False,88.96
69,Object-based mobile initiative,Electronics,957.62,529.41,165,JTI Tütün Ürünleri Pazarlama,True,44.72
70,Visionary upward-trending intranet,Clothing,1841.96,460.78,66,Hayrioğlu San.,True,74.98
71,Advanced hybrid customer loyalty,Sports,675.33,1300.18,254,İskenderun Demir Çelik,True,-92.53
72,Open-source responsive definition,Toys,460.79,618.04,69,Tevetoğlu Demirel Ltd.,False,-34.13
73,Synchronized client-driven toolset,Electronics,995.45,190.45,459,Çorlu A.Ş.,True,80.87
74,Programmable interactive customer loyalty,Toys,1234.8,20.34,307,Gül A.Ş.,True,98.35
75,Adaptive bifurcated architecture,Books,789.08,1084.31,202,Arçelik,False,-37.41
76,Devolved coherent algorithm,Books,698.6,1073.18,126,Kroman Çelik,False,-53.62
77,Business-focused uniform service-desk,Clothing,443.94,629.59,422,Hyundai Assan Otomotiv,False,-41.82
78,Programmable explicit middleware,Home & Garden,557.26,193.83,442,Durmuş San.,True,65.22
79,Future-proofed clear-thinking info-mediaries,Electronics,1349.5,560.59,409,Migros,False,58.46
80,Function-based zero administration moratorium,Books,746.05,886.87,320,Tüpraş,False,-18.88
81,Expanded demand-driven system engine,Home & Garden,168.72,1057.39,79,Akdeniz Alemdar Şti.,False,-526.71
82,Extended interactive knowledge user,Home & Garden,284.93,121.97,175,Akçay Şti.,False,57.19
83,Synergistic object-oriented implementation,Sports,751.03,836.68,112,Kibar Dış Ticaret,True,-11.4
84,Ameliorated multimedia concept,Toys,1849.76,417.81,110,Sezer Akça Tic.,True,77.41
85,Team-oriented needs-based portal,Clothing,764.27,927.81,308,Şama Şti.,False,-21.4
86,Open-architected modular success,Books,130.68,973.97,136,TAV Tepe Akfen,False,-645.31
87,User-centric scalable artificial intelligence,Home & Garden,841.81,1366.35,132,Mansız A.Ş.,False,-62.31
88,Total demand-driven implementation,Clothing,1340.95,618.52,371,Kastamonu Entegre,False,53.87
89,Advanced full-range productivity,Toys,1191.26,808.7,327,Yorulmaz Tic.,True,32.11
90,Synergistic eco-centric portal,Sports,564.82,405.98,188,Enka İnşaat,True,28.12
91,Horizontal intermediate policy,Home & Garden,1379.3,433.4,276,Güneş Ekspres Havacılık,False,68.58
92,Devolved 4thgeneration open architecture,Sports,1264.94,73.82,224,Şafak Çorlu Ltd.,False,94.16
93,Multi-layered intangible focus group,Toys,352.62,432.67,102,Gülen Aksu Şti.,False,-22.7
94,Re-contextualized transitional application,Toys,332.67,100.42,106,Opet Petrolcülük,True,69.81
95,Customizable content-based circuit,Toys,1098.89,1446.05,62,Toyota Otomotiv,False,-31.59
96,Fundamental regional hub,Toys,1322.28,938.27,403,Yaman San.,False,29.04
97,Virtual background open system,Clothing,1924.2,263.86,441,Ereğli Demir Çelik,True,86.29
98,Extended holistic application,Clothing,849.64,179.57,244,Akdeniz Bilge Şti.,True,78.87
99,Streamlined 24hour archive,Sports,1532.23,558.33,172,Öcalan Ertaş Tic.,False,63.56
100,Customer-focused full-range frame,Toys,241.88,464.93,405,Akdeniz Yılmaz Tic.,True,-92.22
101,Object-based bifurcated leverage,Clothing,1780.32,422.49,332,Enka İnşaat,True,76.27
102,Monitored zero tolerance moderator,Electronics,1269.88,704.95,486,Karadeniz A.Ş.,True,44.49
103,Universal system-worthy strategy,Sports,1261.77,1369.75,330,Ergül Şti.,False,-8.56
104,Stand-alone analyzing moratorium,Toys,293.46,854.24,209,Tarhan Ltd.,False,-191.09
105,Business-focused didactic moderator,Books,88.77,784.24,190,Bilge Şti.,False,-783.45
106,Upgradable multimedia orchestration,Electronics,1405.88,1210.79,157,Soylu İhsanoğlu Ltd.,False,13.88
107,Sharable web-enabled superstructure,Home & Garden,242.94,11.02,318,TAV Havalimanları,True,95.46
108,User-centric 5thgeneration forecast,Electronics,262.67,300.09,224,Kardemir,False,-14.25
109,Function-based scalable architecture,Electronics,383.13,746.8,171,Yaman Sakarya Şti.,False,-94.92
110,Centralized executive approach,Electronics,204.52,1059.44,322,RC Rönesans İnşaat,False,-418.01
111,Future-proofed disintermediate architecture,Toys,1254.53,730.12,441,THY Opet,True,41.8
112,Monitored impactful info-mediaries,Sports,849.79,249.76,448,Ülker San.,True,70.61
113,Profound global archive,Sports,539.53,1395.32,35,Kibar Dış Ticaret,True,-158.62
114,Synergized didactic groupware,Sports,887.09,496.35,133,Seven Gül Tic.,True,44.05
115,Ergonomic multi-state productivity,Home & Garden,1689.84,1183.38,36,Opet Petrolcülük,False,29.97
116,Streamlined bi-directional focus group,Home & Garden,1854.89,1337.66,92,Oyak Renault,False,27.88
117,Profound secondary data-warehouse,Electronics,980.08,522.94,74,Sezgin Soylu San.,False,46.64
118,Polarized fault-tolerant knowledgebase,Sports,1137.84,1268.74,243,Sezer Bilge A.Ş.,False,-11.5
119,Intuitive heuristic middleware,Toys,521.83,1067.61,182,Mey İçki,True,-104.59
120,Business-focused dedicated analyzer,Toys,1032.06,1356.9,204,Gülen Bilge Ltd.,False,-31.47
121,Secured scalable access,Electronics,1498.76,380.71,458,Vestel Beyaz Eşya,False,74.6
122,Customer-focused impactful model,Toys,989.35,1397.26,186,İskenderun Demir Çelik,True,-41.23
123,Intuitive homogeneous forecast,Home & Garden,611.13,102.63,165,İhsanoğlu Yüksel San.,False,83.21
124,Organized bifurcated matrix,Home & Garden,1168.25,1191.54,114,Vestel Beyaz Eşya,False,-1.99
125,Organized neutral firmware,Books,1893.85,656.32,408,İzmir Demir Çelik,False,65.34
126,Automated background portal,Home & Garden,1777.09,270.95,206,Yıldırım Çorlu San.,True,84.75
127,Automated coherent Local Area Network,Electronics,1540.79,123.71,244,Vodafone,False,91.97
128,Switchable bi-directional initiative,Clothing,559.66,587.37,332,İhsanoğlu Gülen Ltd.,True,-4.95
129,Robust multi-tasking solution,Books,490.7,587.04,489,Vodafone,True,-19.63
130,Realigned secondary strategy,Books,1678.69,348.79,160,Şafak San.,True,79.22
131,Expanded mission-critical standardization,Clothing,370.82,327.2,12,Dumanlı Zorlu Şti.,True,11.76
132,Customer-focused intermediate array,Electronics,1215.17,602.27,293,Durdu Ltd.,True,50.44
133,Customer-focused high-level model,Toys,883.47,618.12,441,Şensoy Gülen A.Ş.,True,30.03
134,Networked interactive website,Electronics,941.29,666.34,471,Alemdar Hayrioğlu Ltd.,True,29.21
135,Programmable interactive budgetary management,Sports,914.54,1303.8,403,Durmuş Şti.,True,-42.56
136,Configurable non-volatile orchestration,Electronics,1800.9,918.83,235,Aksa Akrilik,True,48.98
137,Phased human-resource intranet,Electronics,183.32,35.55,272,Eren Enerji,True,80.61
138,Multi-channeled optimal support,Toys,1567.97,781.05,378,Ertaş Tic.,False,50.19
139,Universal multi-state customer loyalty,Home & Garden,1671.68,1144.86,113,Er-Bakır Elektrolitik Bakır,False,31.51
140,Switchable dedicated complexity,Clothing,1886.33,89.34,151,Sezgin Tic.,False,95.26
141,Open-source asymmetric leverage,Toys,910.67,636.8,25,Aksa Enerji Üretim,False,30.07
142,Balanced uniform Graphic Interface,Toys,1005.13,679.56,167,Yaman Tic.,True,32.39
143,Assimilated full-range monitoring,Sports,1922.98,1431.26,31,Mansız Güçlü San.,False,25.57
144,Expanded holistic core,Clothing,922.32,716.15,220,Manço Şafak Tic.,True,22.35
145,Function-based heuristic project,Toys,1012.06,1126.1,205,Mey İçki,True,-11.27
146,Quality-focused asymmetric parallelism,Toys,671.19,457.84,420,Arslan Yıldırım Şti.,True,31.79
147,Monitored interactive Graphic Interface,Home & Garden,72.94,1170.06,341,Çamurcuoğlu Şti.,False,-1504.14
148,Organic tertiary collaboration,Toys,871.78,487.38,97,Korutürk Duran A.Ş.,True,44.09
149,Quality-focused holistic encryption,Toys,1313.63,647.89,90,Yıldırım İhsanoğlu A.Ş.,True,50.68
150,Multi-lateral disintermediate encryption,Books,1382.99,721.83,475,Petkim,True,47.81
151,Reduced solution-oriented parallelism,Clothing,22.95,1389.91,376,Öcalan San.,True,-5956.25
152,Visionary well-modulated migration,Electronics,1604.1,84.91,213,Akçay San.,True,94.71
153,Diverse executive complexity,Sports,989.91,299.32,187,Güçlü Durmuş Şti.,True,69.76
154,Networked impactful protocol,Books,1046.28,1060.09,56,Durdu A.Ş.,False,-1.32
155,Digitized bandwidth-monitored Local Area Network,Sports,1923.87,868.48,106,Zengin Tic.,False,54.86
156,Vision-oriented tangible matrices,Books,576.08,381.04,441,Ergül Sezgin A.Ş.,False,33.86
157,Managed next generation analyzer,Home & Garden,1525.69,437.36,194,Aksa Enerji Üretim,False,71.33
158,Cloned systemic groupware,Sports,1153.8,554.13,21,Çorlu Şensoy A.Ş.,True,51.97
159,Quality-focused encompassing interface,Home & Garden,1404.59,678.27,185,Fırat Şafak A.Ş.,True,51.71
160,Optimized neutral matrix,Electronics,841.46,1227.95,367,Bilge Tic.,False,-45.93
161,Robust demand-driven ability,Books,565.62,25.65,84,Yılmaz Şti.,True,95.47
162,Vision-oriented dedicated ability,Toys,1096.79,1347.54,79,Eraslan Tic.,False,-22.86
163,Distributed zero tolerance migration,Clothing,756.13,622.48,328,Bizim Toptan Satış Mağazaları,False,17.68
164,Mandatory demand-driven complexity,Clothing,453.59,349.59,76,Şişecam,True,22.93
165,Persistent context-sensitive matrices,Electronics,1680.08,765.08,329,TAV Havalimanları,False,54.46
166,Versatile human-resource Internet solution,Home & Garden,956.9,991.21,382,Türk Traktör,True,-3.59
167,Reverse-engineered next generation workforce,Clothing,1696.16,71.9,432,Şener Ertaş A.Ş.,True,95.76
168,Stand-alone directional extranet,Electronics,953.32,1075.09,376,Kibar Dış Ticaret,False,-12.77
169,Intuitive asymmetric productivity,Clothing,1118.03,1142.34,340,Petrol Ofisi,False,-2.17
170,Multi-layered user-facing strategy,Clothing,1990.61,253.44,176,Zengin Ltd.,True,87.27
171,Centralized composite functionalities,Clothing,1903.49,255.98,425,Demir A.Ş.,True,86.55
172,De-engineered multi-state hub,Toys,550.66,309.66,423,Enerjisa Enerji,True,43.77
173,Innovative interactive benchmark,Clothing,1738.62,1195.96,454,Şener Yılmaz A.Ş.,True,31.21
174,Front-line 24hour website,Toys,786.9,411.64,173,Kardemir,False,47.69
175,Quality-focused maximized core,Clothing,151.78,1194.92,405,Karadeniz Şener A.Ş.,True,-687.27
176,Adaptive national open system,Home & Garden,1155.8,813.08,81,Aslan Aksu Şti.,True,29.65
177,Phased clear-thinking success,Books,1954.33,1151.92,20,Gülen Şti.,True,41.06
178,Advanced scalable knowledgebase,Books,1948.88,832.74,178,Manço Akçay Ltd.,True,57.27
179,Virtual directional open architecture,Home & Garden,261.67,506.97,497,Akdeniz Ltd.,False,-93.74
180,Universal composite matrices,Sports,1544.76,1366.52,397,Tevetoğlu Bilir A.Ş.,True,11.54
181,Phased methodical knowledgebase,Clothing,1607.64,1074.37,329,Gübre Fabrikaları,False,33.17
182,User-friendly web-enabled budgetary management,Sports,743.8,728.66,224,Kısakürek Ltd.,True,2.04
183,Decentralized well-modulated middleware,Toys,1320.6,957.96,264,Yılmaz San.,False,27.46
184,Implemented client-driven functionalities,Clothing,981.44,925.69,401,JTI Tütün Ürünleri Pazarlama,True,5.68
185,De-engineered system-worthy superstructure,Toys,463.51,540.38,268,Akça Ltd.,False,-16.58
186,Polarized solution-oriented middleware,Toys,1524.92,638.54,250,Çetin Akçay San.,False,58.13
187,Networked dedicated ability,Books,532.88,480.79,272,Bizim Toptan Satış Mağazaları,True,9.78
188,Vision-oriented real-time approach,Toys,687.49,1499.28,381,Yaman Eraslan Şti.,False,-118.08
189,Advanced leadingedge artificial intelligence,Home & Garden,388.14,872.2,342,Arsoy Yüksel San.,True,-124.71
190,Digitized asynchronous application,Books,1441.35,142.62,408,Baştuğ Metalurji,False,90.11
191,Digitized transitional focus group,Sports,922.86,781.07,437,Yıldırım Sezer Tic.,True,15.36
192,Digitized content-based frame,Electronics,892.31,79.69,271,Akgündüz Çetin A.Ş.,True,91.07
193,Synergistic explicit matrix,Toys,1213.08,436.53,279,Konya Şeker Fabrikası,False,64.01
194,Extended systematic application,Books,322.95,671.71,222,Hançer Gülen Şti.,True,-107.99
195,Monitored user-facing protocol,Home & Garden,1797.33,803.73,74,Akçay Seven San.,False,55.28
196,Polarized system-worthy protocol,Home & Garden,935.57,1464.39,150,Yorulmaz Gül San.,True,-56.52
197,Organized methodical attitude,Clothing,739.39,1473.42,424,Mey İçki,True,-99.28
198,Versatile regional toolset,Electronics,262.11,151.61,358,Arsoy Tic.,True,42.16
199,Universal interactive capability,Clothing,344.23,809.51,341,Akça Arsoy Ltd.,True,-135.17
200,Synergistic optimal paradigm,Home & Garden,1841.52,1226.58,416,Şama Gül A.Ş.,True,33.39
